uid,TrainingDate,Code,Protocol,Country,TrainTeam,Rainfall,Temp,Paid,Team,Self,People,Assign,TranTrai,Coord,Upload,Time,Bulk,Complex,Task,WQO,WQC,WQM,created,Latest,ToNow,ActivePeriod,Years,MaxSamp,PeriodSamp,TeamPoints,Blog,Comment,Invite,InviteAccepted,Pres,Quiz,Sample,Share,Points,BlogTime,CommTime,InvTime,InviteATime,PresTime,QuizTime,SampTime,ShareTime,PointsTime,BlogTimeZ,CommTimeZ,InvTimeZ,InviteATimeZ,PresTimeZ,QuizTimeZ,SampTimeZ,ShareTimeZ,PointsTimeZ,BlogTimeZZ
259,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,11/02/2015,1541,712,1.95,NA,NA,0.00000,0,0,0,0,0,1,0,0,18,0.00000,0.00000,0.00000,0.00000,0.00000,0.00454,0.00000,0.00000,0.08177,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.06766,-0.06833
260,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,3,3,3,01/03/2013,20/11/2013,1541,264,0.72,19/10/2013,1541,0.00000,0,0,0,0,0,0,6,0,120,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02726,0.00000,0.54510,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,0.40424,-0.02518,0.33495,-0.06833
261,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,15/10/2013,1541,228,0.62,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
262,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,2,2,2,01/03/2013,21/03/2014,1541,385,1.05,21/03/2014,1541,0.00000,0,0,0,0,1,0,4,0,115,0.00000,0.00000,0.00000,0.00000,0.00454,0.00000,0.01817,0.00000,0.52239,-0.06091,-0.06577,-0.04963,-0.03572,2.82588,-0.87599,0.23540,-0.02518,0.31521,-0.06833
264,05/03/2013,London41338,Leeds,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,1,1,1,1,2,2,2,01/03/2013,19/03/2015,1541,748,2.05,19/03/2015,1541,0.00000,3,1,0,0,8,3,8,0,663,0.01363,0.00454,0.00000,0.00000,0.03634,0.01363,0.03634,0.00000,3.01168,3.82021,1.13220,-0.04963,-0.03572,23.02952,2.85962,0.57307,-0.02518,2.47820,2.96966
265,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,27/04/2016,1541,1153,3.16,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
266,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,22/07/2014,1541,508,1.39,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
269,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,15/10/2013,1541,228,0.62,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
270,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,15/10/2013,1541,228,0.62,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
271,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,16/10/2013,1541,229,0.63,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
272,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,15/10/2013,1541,228,0.62,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
273,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,16/10/2013,1541,229,0.63,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
275,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,15/11/2013,1541,259,0.71,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
276,05/03/2013,London41338,London,UK,21,0.00,9.82,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,01/03/2013,28/10/2013,1541,241,0.66,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
305,09/03/2013,Hong Kong41342,Hong Kong,China,27,0.00,18.61,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/03/2013,24/10/2013,1537,233,0.64,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
311,09/03/2013,Hong Kong41342,Hong Kong,China,27,0.00,18.61,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/03/2013,21/11/2013,1537,261,0.72,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
357,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,08/03/2013,08/10/2015,1534,944,2.59,18/09/2015,1534,0.00000,0,0,0,0,0,0,6,0,120,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02738,0.00000,0.54759,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,0.40424,-0.02518,0.33495,-0.06833
358,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/03/2013,19/12/2013,1534,286,0.78,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
359,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/03/2013,16/10/2013,1534,222,0.61,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
360,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/03/2013,16/10/2013,1534,222,0.61,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
362,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,08/03/2013,29/01/2015,1534,692,1.9,28/07/2014,1534,0.00000,0,0,0,0,0,0,12,0,195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05476,0.00000,0.88983,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,0.91074,-0.02518,0.63098,-0.06833
363,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/03/2013,16/10/2013,1534,222,0.61,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
364,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/03/2013,16/10/2013,1534,222,0.61,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
365,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/03/2013,28/10/2013,1534,234,0.64,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
366,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/03/2013,28/10/2013,1534,234,0.64,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
367,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/03/2013,16/10/2013,1534,222,0.61,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
373,15/03/2013,Leeds41348,Leeds,UK,11,0.01,-17.59,0,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/03/2013,16/10/2013,1534,222,0.61,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
336,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,08/03/2013,24/10/2013,1534,230,0.63,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
337,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,4,4,4,08/03/2013,01/03/2014,1534,358,0.98,01/03/2014,1534,0.00000,0,0,0,0,0,1,8,0,174,0.00000,0.00000,0.00000,0.00000,0.00000,0.00456,0.03651,0.00000,0.79400,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,0.57307,-0.02518,0.54809,-0.06833
338,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,1,1,1,08/03/2013,24/10/2013,1534,230,0.63,09/09/2013,1534,0.00000,0,0,0,0,0,2,1,0,52,0.00000,0.00000,0.00000,0.00000,0.00000,0.00913,0.00456,0.00000,0.23729,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.01784,-0.02518,0.06654,-0.06833
339,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,08/03/2013,24/10/2013,1534,230,0.63,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
340,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,08/03/2013,24/10/2013,1534,230,0.63,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
341,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,2,2,2,08/03/2013,15/10/2016,1534,1317,3.61,15/10/2016,1534,0.00000,0,0,0,0,0,0,14,0,280,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06389,0.00000,1.27771,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,1.07957,-0.02518,0.96648,-0.06833
342,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,4,4,4,08/03/2013,22/12/2015,1534,1019,2.79,24/10/2013,1534,0.00000,0,0,0,0,0,0,1,0,20,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00456,0.00000,0.09126,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.01784,-0.02518,-0.05976,-0.06833
344,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,08/03/2013,24/10/2013,1534,230,0.63,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
346,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,08/03/2013,24/10/2013,1534,230,0.63,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
347,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,08/03/2013,24/10/2013,1534,230,0.63,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
348,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,3,3,3,08/03/2013,02/07/2015,1534,846,2.32,05/09/2015,1534,0.00000,0,0,0,0,0,1,4,0,104,0.00000,0.00000,0.00000,0.00000,0.00000,0.00456,0.01825,0.00000,0.47458,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,0.23540,-0.02518,0.27179,-0.06833
349,16/03/2013,Shanghai41349,Shanghai,China,21,0.19,9.97,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,08/03/2013,24/10/2013,1534,230,0.63,NA,NA,0.00000,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
